song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,year
Otha Kallu Mookuthi,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:33,Tamil,11-09-2005,0.57,0.08,0.619,0.2,-5.342,0.054,165.966,1,8,0.0967,4,94,5058844,2005
Yesu Maranatthai Vendravar - Speech And Sornthu Pogathe Maname,D. G. S. Dhinakaran,/artist/d-g-s-dhinakaran,04:59,Tamil,06-06-2003,0.61,0.36,0.102,0.5,-11.489,0.038,180.024,0,7,0.07,4,92,3993258,2003
Bala Kanakama,S. Janaki,/artist/s-janaki,03:51,Tamil,06-03-2002,0.5,0.789,0.282,0.146,-9.817,0.0083,106.989,1,2,0.076,4,25,1272411,2002
Puthu Nadagathil,T.M. Soundararajan,/artist/tm-soundararajan,03:23,Tamil,06-01-2022,0.46,0.39,0.427,0.1,-5.217,0.05,184.028,1,0,0.0,4,53,8962263,2022
Ab Charaghon Ka Koi Kaam Nahin,Lata Mangeshkar|K J Yesudas,/artist/lata-mangeshkar|/artist/k-j-yesudas,06:54,Tamil,07-03-2006,0.73,0.462,0.133,0.764,-6.565,0.039,143.01,0,6,0.044,4,60,8707685,2006
Thullithirintha Pennondru,P.B. Sreenivas,/artist/pb-sreenivas,03:23,Tamil,09-12-2020,0.64,0.56,0.642,0.4,-11.54,0.0658,200.136,1,4,0.0915,4,91,7211047,2020
Germanien Senthan,Pradeep|Raagini,/artist/pradeep|/artist/raagini,05:32,Tamil,12-10-2001,0.38,0.13,0.024,1.0,-11.985,0.03,168.059,1,1,0.023,4,29,3404398,2001
Naalai Ulagai,K J Yesudas|M. S. Viswanathan,/artist/k-j-yesudas|/artist/m-s-viswanathan-2,04:03,Tamil,07-05-2009,0.93,0.408,0.905,0.432,-10.001,0.028,130.06,0,9,0.0658,4,44,11315281,2009
Ulaginil Vandhudhithar,Bharathi Paul,/artist/bharathi-paul,03:05,Tamil,11-07-2023,0.99,0.33,0.246,0.4,-3.07,0.03,168.151,0,7,0.046,4,64,4723824,2023
Karnan,Various Artist,/artist/various-artist,06:58,Tamil,08-03-2008,0.75,0.14,0.176,0.512,-13.212,0.058,183.92,0,10,0.0999,4,45,2085249,2008
Dhandu Maariyamma,L.R. Eswari,/artist/lr-eswari-2,04:19,Tamil,01-02-2002,0.4,0.01,0.291,0.9,-5.044,0.06,187.102,1,8,0.05,4,45,3707740,2002
Singa Thamizha,T.M. Soundararajan,/artist/tm-soundararajan,04:23,Tamil,05-01-2004,0.87,0.498,0.644,0.268,-11.362,0.06,140.053,0,1,0.0955,4,44,8958596,2004
Kadavul Vaazhum,P. Jayachandran,/artist/p-jayachandran-1,05:00,Tamil,12-10-2007,0.37,0.36,0.588,0.7,-7.87,0.0856,195.534,1,1,0.049,4,95,9392246,2007
Samayapuram Vazhpavale,L.R. Eswari,/artist/lr-eswari-2,04:30,Tamil,05-11-2009,0.13,0.61,0.253,0.4,-13.92,0.1,110.02,1,2,0.04,4,27,4943202,2009
Nenjatthai Alli Konjam,K J Yesudas|L.R. Eswari|P Suhseela,/artist/k-j-yesudas|/artist/lr-eswari-2|/artist/p-suhseela,03:45,Tamil,02-03-2005,0.62,0.318,0.159,0.065,-12.962,0.0221,166.654,1,1,0.039,4,76,1464465,2005
Vadivudaiyamma,L.R. Eswari,/artist/lr-eswari-2,03:37,Tamil,08-01-2005,0.61,0.693,0.058,0.001,-3.578,0.04,125.923,1,1,0.01,4,92,1720634,2005
Nadaswaram,M.P.N. Ponnuswamy|M.P.N. Sethuraman,/artist/mpn-ponnuswamy-35|/artist/mpn-sethuraman-36,01:25,Tamil,05-02-2002,0.84,0.11,0.753,0.3,-12.4,0.0995,163.024,0,11,0.054,4,88,4402990,2002
Poovagi Kaayagi,Bhanumathi Ramakrishna,/artist/bhanumathi-ramakrishna,03:11,Tamil,02-08-2008,0.41,0.916,0.983,0.717,-11.402,0.093,119.272,0,11,0.088,4,94,1474053,2008
Konguvala Nattinilae,L.R. Eswari,/artist/lr-eswari-2,03:29,Tamil,11-05-2008,0.81,0.02,0.983,0.4,-5.778,0.0375,173.02,1,1,0.0227,4,31,6538067,2008
Naan Oru,T M S Selvakumar,/artist/t-m-s-selvakumar,04:24,Tamil,08-02-2003,0.77,0.984,0.833,0.676,-10.396,0.0605,148.107,1,1,0.02,4,40,4454645,2003
Adi Ammaadi,S. Janaki,/artist/s-janaki,05:35,Tamil,06-10-2007,0.89,0.8,0.306,0.4,-3.56,0.01,150.004,0,11,0.0571,4,82,9460071,2007
Mugathai Paarthathillai,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:02,Tamil,09-04-2002,0.03,0.681,0.729,0.387,-8.777,0.0834,127.979,0,5,0.0733,4,96,7426875,2002
Orey Muraithan,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:52,Tamil,06-06-2000,0.05,0.449,0.631,0.113,-12.947,0.003,164.006,1,7,0.0842,4,72,411497,2000
Azhage Unnai,P. Jayachandran,/artist/p-jayachandran-1,02:07,Tamil,11-02-2008,0.59,0.122,0.427,0.862,-13.544,0.08,119.994,1,0,0.05,4,43,7889436,2008
Sri Krishnan Maari,P. Susheela|Chorus,/artist/p-suseela-2|/artist/chorus,04:44,Tamil,06-12-2021,0.08,0.148,0.557,0.416,-9.701,0.1,175.99,1,8,0.1,4,32,3602654,2021
Dialogues,Savitri|Sivaji Ganesan|Nagesh|K. R. Vijaya|R. Muthuraman|K. B. Sundarambal,/artist/savitri|/artist/sivaji-ganesan|/artist/nagesh|/artist/k-r-vijaya-1|/artist/r-muthuraman|/artist/k-b-sundarambal-1,00:18,Tamil,03-06-2004,0.6,0.07,0.52,0.1,-12.566,0.02,104.02,1,7,0.1,4,52,9721815,2004
Kathal Illai Enru,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:36,Tamil,12-01-2021,0.07,0.74,0.472,0.8,-10.162,0.0413,187.98,1,8,0.0721,4,68,5134036,2021
Aadadha Manamumundo,M L Vasanthakumari|T M S Selvakumar,/artist/m-l-vasanthakumari|/artist/t-m-s-selvakumar,04:15,Tamil,11-02-2020,0.84,0.973,0.42,0.881,-3.392,0.03,199.736,0,7,0.0,4,28,8318929,2020
Adi Aathadi,Vani Jairam|Malaysia Vasudevan,/artist/vani-jayaram|/artist/malaysia-vasudevan,04:45,Tamil,03-05-2022,0.9,0.64,0.819,0.2,-9.824,0.007,139.876,1,0,0.0575,4,98,5530000,2022
Etthanai Peyar Unakku,L.R. Eswari,/artist/lr-eswari-2,04:48,Tamil,06-05-2022,0.58,0.98,0.373,0.316,-12.127,0.04,121.578,1,4,0.0672,4,27,731016,2022
Hallo My Dear,K J Yesudas|L.R. Eswari,/artist/k-j-yesudas|/artist/lr-eswari-2,04:38,Tamil,11-05-2008,0.15,0.26,0.471,0.5,-12.231,0.04,136.103,1,4,0.0877,4,57,8016170,2008
Rju My Dear Frieno Ithanvarusham Story,Shivaji Ganesan,/artist/shivaji-ganesan,06:48,Tamil,12-07-2005,0.17,0.476,0.237,0.251,-10.502,0.0674,120.045,0,2,0.06,4,83,3426887,2005
Nee Enbathenna,L.R. Eswari,/artist/lr-eswari-2,04:59,Tamil,05-04-2023,0.09,0.85,0.661,0.1,-11.096,0.05,199.204,1,7,0.0446,4,48,8151321,2023
Raadha Radha Nee,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:02,Tamil,07-08-2006,0.77,0.02,0.07,0.1,-7.526,0.0384,130.038,1,7,0.02,4,79,463789,2006
Sirithu Sirithu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:01,Tamil,03-07-2020,0.13,0.23,0.943,0.8,-10.985,0.07,129.985,1,2,0.01,4,71,6057903,2020
Keattadum,T.M. Soundararajan,/artist/tm-soundararajan,04:00,Tamil,08-06-2023,0.65,0.73,0.019,0.6,-6.365,0.08,183.986,1,6,0.07,4,63,6362413,2023
Gnayiru Oli Mazhaiyil,Kamal Haasan,/artist/kamal-haasan,03:28,Tamil,11-03-2022,0.47,0.347,0.311,0.692,-13.545,0.0422,144.994,0,7,0.02,4,41,5913957,2022
Maama Maama,Jamuna Rani|T.M. Soundararajan,/artist/jamuna-rani|/artist/tm-soundararajan,05:46,Tamil,08-10-2021,0.07,0.38,0.483,0.9,-2.193,0.01,124.89,1,11,0.08,4,38,8046158,2021
Kaatrukk Enna Veli,S. Janaki,/artist/s-janaki,04:16,Tamil,07-03-2021,0.33,0.174,0.356,0.024,-12.986,0.046,190.012,1,6,0.0088,4,50,6877807,2021
Ore Idam,P. Susheela,/artist/p-suseela-2,04:45,Tamil,05-02-2022,0.77,0.42,0.49,0.6,-5.357,0.004,110.049,1,8,0.029,4,27,9726271,2022
Neela Kkadalin Oratthil,P. Madhuri|T.M. Soundararajan,/artist/p-madhuri-1|/artist/tm-soundararajan,03:53,Tamil,12-06-2003,0.59,0.547,0.713,0.459,-4.34,0.09,144.973,0,10,0.06,4,29,4420487,2003
Manithan Ellaam,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:16,Tamil,11-01-2004,0.84,0.57,0.871,0.3,-6.941,0.086,120.977,1,8,0.01,4,71,10099686,2004
Kannae Maniyae,L.R. Eswari,/artist/lr-eswari-2,06:06,Tamil,01-06-2006,0.59,0.89,0.625,0.7,-13.627,0.1,185.893,1,8,0.08,4,44,8818988,2006
Neteu Varai Nee Yaaro,P.B. Sreenivas,/artist/pb-sreenivas,03:35,Tamil,06-01-2009,0.3,0.853,0.822,0.625,-9.888,0.0048,199.956,1,7,0.0408,4,37,6685777,2009
Nellaiyile Gandhimathi,L.R. Eswari,/artist/lr-eswari-2,04:09,Tamil,05-10-2020,0.09,0.21,0.799,0.8,-11.771,0.03,204.506,0,1,0.003,4,77,2551812,2020
Medaiyil Aadidum,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,04:34,Tamil,11-01-2009,0.48,0.229,0.786,0.701,-9.028,0.055,135.883,0,10,0.097,4,32,4527897,2009
Maalai Ennai Vaattuthu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:34,Tamil,10-10-2001,0.53,0.85,0.491,0.3,-7.922,0.037,164.129,0,9,0.021,4,27,9892841,2001
Malainindea Thiruk Kumara,T.R. Mahalingam,/artist/tr-mahalingam,02:21,Tamil,01-12-2002,0.31,0.59,0.218,0.1,-5.687,0.0841,147.928,1,6,0.0045,4,36,9121910,2002
Naan Paada,S. Janaki,/artist/s-janaki,04:56,Tamil,01-03-2024,0.24,0.2,0.159,0.4,-6.733,0.0885,200.054,1,2,0.07,4,87,3188154,2024
Kathalin Pon Veethiyil,S. Janaki|T.M. Soundararajan,/artist/s-janaki|/artist/tm-soundararajan,04:58,Tamil,02-08-2023,0.28,0.57,0.186,0.955,-10.895,0.0469,196.028,1,0,0.089,4,34,3695578,2023
The Nuram Rangam,S. Janaki,/artist/s-janaki,05:00,Tamil,04-05-2021,0.11,0.91,0.698,0.8,-5.081,0.028,163.058,1,6,0.07,4,50,323259,2021
Adi Ye Vanitha Enge vaadi_1,Malaysia Vasudevan|P. Susheela|S. Janaki,/artist/malaysia-vasudevan|/artist/p-suseela-2|/artist/s-janaki,04:41,Tamil,06-04-2007,0.84,0.49,0.409,0.8,-12.312,0.0063,107.924,0,8,0.008,4,40,6234316,2007
Ore Jeevan,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,04:51,Tamil,03-11-2023,0.71,0.135,0.946,0.736,-10.867,0.1,157.476,0,6,0.05,4,80,8126234,2023
Oru Jeevanthan - Sad,S. Janaki,/artist/s-janaki,05:20,Tamil,06-06-2022,1.0,0.98,0.906,0.3,-3.373,0.08,149.987,1,1,0.07,4,63,5511594,2022
Poojyaya - Sloka - Tungateera Virajam Songs On Sri Raghavendra Swami,radha jaya lakshmi,/artist/radha-jaya-lakshmi,04:36,Tamil,07-07-2005,0.11,0.67,0.216,0.317,-6.368,0.09,130.03,0,0,0.0713,4,25,5282334,2005
Naan Pesa - Instrumental,Kunnakudi Vaidyanathan,/artist/kunnakkudi-baidyanathan,03:15,Tamil,07-03-2000,0.7,0.09,0.119,0.6,-7.901,0.0315,179.87,1,0,0.097,4,70,9034149,2000
Vaayaarappaadu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:38,Tamil,07-10-2003,0.5,0.927,0.082,0.33,-10.475,0.07,142.018,0,10,0.03,4,30,7199616,2003
Paarukkulle Nalla,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,02:41,Tamil,08-02-2003,0.89,0.3,0.988,0.5,-12.851,0.0054,123.991,1,10,0.055,4,33,528319,2003
Invocation,Padma Subrahmaniam|Shyamala Balakrishnan|N. Vasudevan|K.S. Vasudevan,/artist/padma-subrahmaniam|/artist/shyamala-balakrishnan|/artist/n-vasudevan-24|/artist/ks-vasudevan-23,03:59,Tamil,12-10-2000,0.97,0.32,0.346,0.762,-2.769,0.08,150.589,1,1,0.035,4,70,70031,2000
Malar Koduthen (Happy),T.M. Soundararajan,/artist/tm-soundararajan,04:32,Tamil,05-01-2022,0.87,0.302,0.65,0.969,-13.191,0.037,149.988,0,10,0.1,4,96,10606150,2022
Pani Illaatha,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:43,Tamil,12-11-2022,0.56,0.48,0.45,0.1,-7.518,0.05,137.767,0,4,0.0,4,90,9711640,2022
Naa Pudikkum Mapilatha,S. Janaki,/artist/s-janaki,03:53,Tamil,03-09-2007,0.71,0.45,0.041,0.1,-9.25,0.0404,134.902,1,7,0.0602,4,32,8548564,2007
Karpagam Neeyallava,L.R. Eswari,/artist/lr-eswari-2,04:39,Tamil,08-09-2006,0.24,0.485,0.751,0.903,-13.906,0.08,109.971,1,8,0.0643,4,60,3643946,2006
Intha Punnagai,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,05:20,Tamil,05-08-2005,0.64,0.45,0.687,0.1,-2.762,0.08,180.002,1,5,0.076,4,51,913466,2005
Kaathal Nilave,P.B. Sreenivas,/artist/pb-sreenivas,03:03,Tamil,07-01-2003,0.62,0.208,0.409,0.686,-4.683,0.09,162.039,1,8,0.032,4,35,2828350,2003
Mundahakkanniyamma,L.R. Eswari,/artist/lr-eswari-2,03:38,Tamil,09-03-2002,0.06,0.78,0.622,0.5,-7.767,0.09,204.042,0,10,0.0104,4,51,2034340,2002
Comedy Dialogues,Goundamani|Kanthimathi,/artist/goundamani|/artist/kanthimathi,15:46,Tamil,08-01-2022,0.47,0.688,0.074,0.884,-13.877,0.0831,160.023,0,5,0.0862,4,55,5582558,2022
Kat Adippom Kadhalippom,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:23,Tamil,05-01-2002,0.56,0.88,0.359,0.4,-3.588,0.02,199.974,0,1,0.09,4,67,9469268,2002
Annai Bhavanikkoru,L.R. Eswari,/artist/lr-eswari-2,04:19,Tamil,06-01-2020,0.96,0.234,0.739,0.444,-9.185,0.0328,151.606,1,8,0.043,4,90,2031014,2020
Sahasangal,L.R. Eswari,/artist/lr-eswari-2,04:40,Tamil,02-05-2009,0.32,0.24,0.634,0.2,-10.815,0.05,179.647,0,6,0.079,4,70,5044367,2009
Poivaa Magale,Sulamangalam R Rajalakshmi,/artist/sulamangalam-r-rajalakshmi,03:57,Tamil,02-07-2004,0.9,0.04,0.937,0.3,-5.118,0.0808,188.063,0,9,0.08,4,57,5713001,2004
Aarumugam Vaasam,Soolamangalam Sisters,/artist/soolamangalam-sisters,03:45,Tamil,03-04-2002,0.63,0.392,0.418,0.723,-12.21,0.069,114.803,1,1,0.04,4,95,8627910,2002
Thennagathin Thiruvilakkam,S. C. Krishnan,/artist/s-c-krishnan-1,03:15,Tamil,09-11-2001,0.84,0.187,0.732,0.635,-4.484,0.0175,194.692,0,11,0.039,4,100,10804162,2001
Nilavum Malarum,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,03:44,Tamil,09-08-2023,0.62,0.56,0.579,0.6,-5.554,0.009,149.928,0,8,0.0956,4,54,4607034,2023
Arul Vazhangum,L.R. Eswari,/artist/lr-eswari-2,05:06,Tamil,09-01-2002,0.08,0.144,0.65,0.693,-8.591,0.09,126.083,0,9,0.005,4,52,8809055,2002
Koonthalile Megam,K J Yesudas|S. P. Sailaja,/artist/k-j-yesudas|/artist/s-p-sailaja-2,04:00,Tamil,09-07-2020,0.92,0.76,0.141,0.2,-7.273,0.09,132.582,0,10,0.078,4,35,9481849,2020
Dialogues - Neethikkupin Paasam,M. R. Radha|B. Saroja Devi|M. G. Ramachandran,/artist/m-r-radha-1|/artist/b-saroja-devi-2|/artist/m-g-ramachandran-1,04:39,Tamil,11-12-2002,0.43,0.79,0.116,0.8,-3.052,0.003,129.975,1,7,0.0304,4,90,66177,2002
Aadidum Odamaai,S. P. Sailaja|S. P. Balasubrahmanyam,/artist/s-p-sailaja-2|/artist/s-p-balasubrahamanyam,03:42,Tamil,03-02-2007,0.33,0.652,0.71,0.774,-9.58,0.042,206.5,0,5,0.06,4,59,2031482,2007
Ammamma Keladi Thozhi,L.R. Eswari,/artist/lr-eswari-2,05:08,Tamil,04-06-2022,0.25,0.341,0.571,0.828,-12.493,0.02,131.854,0,10,0.0,4,29,10840851,2022
Dialogues - Election Scene,M. R. Radha|M. G. Ramachandran|M. N. Nambiar|E. V. Saroja|Rajasulochana,/artist/m-r-radha-1|/artist/m-g-ramachandran-1|/artist/m-n-nambiar-1|/artist/e-v-saroja-1|/artist/rajasulochana,14:34,Tamil,07-11-2008,0.47,0.67,0.073,0.4,-9.869,0.07,171.821,0,10,0.05,4,75,3338423,2008
Seettu Kattu Raja,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:26,Tamil,03-03-2001,0.27,0.551,0.83,0.833,-12.729,0.0546,119.986,0,1,0.08,4,78,6532189,2001
Nenjirukkum,T.M. Soundararajan|Pattom Sadan|M.S. Raju,/artist/tm-soundararajan|/artist/pattom-sadan|/artist/ms-raju-4,04:43,Tamil,01-12-2005,0.87,0.52,0.84,0.3,-13.284,0.07,200.286,0,10,0.0549,4,94,5807200,2005
Vaanam Engay,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,04:38,Tamil,11-01-2003,0.54,0.499,0.521,0.158,-7.365,0.0148,140.053,0,10,0.058,4,89,3814584,2003
Pottane Moonu Muducchithan,Sasirekha|S. P. Balasubrahmanyam,/artist/sasirekha|/artist/s-p-balasubrahamanyam,05:42,Tamil,05-06-2008,0.93,0.45,0.615,0.7,-5.269,0.0686,133.998,1,11,0.07,4,43,1085935,2008
Pattanathu Mappillaikku,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,04:31,Tamil,05-08-2009,0.11,0.89,0.036,0.1,-2.641,0.0316,111.941,1,8,0.024,4,80,2400496,2009
Noolumillai,T M S Selvakumar,/artist/t-m-s-selvakumar,05:29,Tamil,08-12-2007,0.83,0.64,0.216,0.645,-11.236,0.096,109.514,1,8,0.0724,4,87,4008025,2007
Nenjagathil,Soolamangalam Sisters,/artist/soolamangalam-sisters,04:03,Tamil,03-09-2007,0.6,0.181,0.018,0.459,-13.133,0.0475,147.978,1,10,0.064,4,89,7451996,2007
Maasamo Margazhi Maasam,S. Janaki|Malaysia Vasudevan,/artist/s-janaki|/artist/malaysia-vasudevan,04:24,Tamil,06-11-2022,0.09,0.52,0.074,0.5,-10.677,0.0128,120.013,1,11,0.0965,4,70,2806589,2022
Srimad Bhagavad Gita Chapters - Ii Iii Iv,Asha Nath,/artist/asha-nath,17:36,Tamil,11-09-2022,0.49,0.944,0.542,0.458,-2.005,0.017,144.994,1,5,0.097,4,89,3271623,2022
Aadhi Manithan,Jamuna Rani|P.B. Sreenivas,/artist/jamuna-rani|/artist/pb-sreenivas,04:25,Tamil,04-12-2022,0.36,0.77,0.47,0.8,-9.756,0.085,111.994,0,6,0.0519,4,56,10740426,2022
Ulagam Samanillai,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,02:58,Tamil,08-11-2005,0.28,0.31,0.15,0.6,-2.539,0.0496,120.019,1,1,0.083,4,30,2536599,2005
Annai Bhoomiyendru,M. S. Viswanathan,/artist/m-s-viswanathan-2,02:32,Tamil,05-12-2004,0.22,0.82,0.87,0.6,-10.827,0.085,140.109,1,1,0.01,4,45,5930543,2004
Ulagathin Thookkam,T.M. Soundararajan,/artist/tm-soundararajan,04:54,Tamil,01-03-2020,0.03,0.11,0.404,0.7,-3.098,0.02,176.918,1,1,0.0429,4,95,5421086,2020
Katti Karumbae,Vani Jairam,/artist/vani-jayaram,05:09,Tamil,10-11-2000,0.82,0.792,0.243,0.108,-2.51,0.02,203.948,0,6,0.02,4,56,11259573,2000
Varudhu Varudhu Ada Vilagu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:13,Tamil,12-11-2002,0.6,0.98,0.52,0.1,-2.85,0.08,182.954,1,9,0.008,4,100,5142601,2002
Vaanamennum Veedhiyile,K J Yesudas|P. Madhuri,/artist/k-j-yesudas|/artist/p-madhuri-1,04:22,Tamil,11-08-2009,0.27,0.73,0.978,0.9,-12.97,0.0106,181.068,1,1,0.05,4,57,7534064,2009
Padaithane,T.M. Soundararajan,/artist/tm-soundararajan,06:02,Tamil,10-01-2003,0.04,0.23,0.605,0.3,-10.754,0.0317,128.128,1,2,0.0074,4,36,5552610,2003
Oruvan Manadhu,T.M. Soundararajan,/artist/tm-soundararajan,02:05,Tamil,08-03-2006,0.72,0.57,0.976,0.5,-9.54,0.0862,168.974,1,0,0.03,4,74,2186057,2006
Kaalamithu Kaalamuthu,P. Susheela,/artist/p-suseela-2,06:06,Tamil,10-05-2003,0.67,0.147,0.874,0.045,-4.65,0.08,171.92,0,1,0.079,4,48,886247,2003
Ennirandhu 16 Vayathu,T.M. Soundararajan,/artist/tm-soundararajan,03:51,Tamil,02-05-2003,0.51,0.52,0.273,1.0,-10.592,0.0131,160.009,1,5,0.038,4,80,7811563,2003
Adingoppan Mavale,Malaysia Vasudevan,/artist/malaysia-vasudevan,03:47,Tamil,04-09-2022,0.34,0.469,0.447,0.221,-12.463,0.003,183.77,1,0,0.06,4,98,210653,2022
Aadatha Manamum,A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,03:19,Tamil,02-11-2005,0.58,0.964,0.276,0.811,-13.292,0.0577,182.054,0,3,0.078,4,58,4303054,2005
Vaasamilla,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:49,Tamil,01-09-2009,0.12,0.741,0.006,0.527,-10.957,0.0824,187.716,0,11,0.09,4,36,11056477,2009
Gnayiru Oli Mazhaiyil,Kamal Haasan,/artist/kamal-haasan,03:28,Tamil,02-12-2006,0.31,0.46,0.897,0.055,-4.235,0.0477,130.037,0,0,0.06,4,93,2600231,2006
Thondakkulle,Malaysia Vasudevan|K. S. Chithra,/artist/malaysia-vasudevan|/artist/chitra,06:47,Tamil,06-11-2004,0.87,0.34,0.107,0.8,-12.861,0.1,127.944,0,1,0.0,4,63,10681070,2004
Aaramba Kaalam,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,03:01,Tamil,05-06-2023,0.69,0.1,0.464,0.4,-10.571,0.06,195.884,0,11,0.069,4,26,3505362,2023
Anchaaru,P. Jayachandran|Vani Jairam,/artist/p-jayachandran-1|/artist/vani-jayaram,04:38,Tamil,06-01-2008,0.98,0.534,0.929,0.344,-10.958,0.06,114.986,1,2,0.097,4,25,2651863,2008
Lilly Malarukku,T M S Selvakumar,/artist/t-m-s-selvakumar,05:21,Tamil,04-03-2000,0.09,0.022,0.83,0.018,-4.209,0.089,184.494,1,2,0.03,4,69,10621852,2000
Adiyamma Rajathi,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:16,Tamil,09-11-2007,0.17,0.63,0.201,0.1,-3.85,0.018,187.714,1,1,0.0754,4,28,2112611,2007
Idhu Raaththiri Neram,S. P. Balasubrahmanyam|B.S. Sasirekha,/artist/s-p-balasubrahamanyam|/artist/bs-sasirekha-1,04:48,Tamil,07-07-2020,0.58,0.049,0.264,0.042,-9.328,0.0237,108.973,0,6,0.06,4,75,2021841,2020
Choodu Choodu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:05,Tamil,05-05-2007,0.59,0.466,0.796,0.137,-10.857,0.08,166.061,0,11,0.0401,4,61,2928088,2007
Thazh Sadaiyum,M.S. Subbulakshmi|Radha Vishwanathan,/artist/ms-subbulakshmi|/artist/radha-viswanathan-vocally-supported,04:04,Tamil,05-03-2002,0.57,0.18,0.107,0.2,-11.884,0.1,180.002,1,7,0.0112,4,97,10589884,2002
Kalaiyae En Vaazhkkayin,A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,04:18,Tamil,11-01-2005,0.15,0.22,0.826,0.0,-9.161,0.0406,109.974,1,11,0.082,4,63,4212299,2005
Babu Babu Babu Enge,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:21,Tamil,02-10-2020,0.63,0.16,0.853,0.5,-4.45,0.08,127.912,1,7,0.06,4,29,9252397,2020
Thamizhagathu,A.R. Sheik Mohammed,/artist/ar-sheik-mohammed,10:51,Tamil,06-06-2020,0.98,0.855,0.027,0.475,-12.128,0.02,149.964,0,10,0.07,4,74,7615273,2020
Aathiley Meen Pidichu,P. Susheela,/artist/p-suseela-2,03:54,Tamil,08-07-2000,0.3,0.38,0.555,0.2,-6.596,0.05,179.906,0,10,0.009,4,30,6319854,2000
Iyirandu Thingalal,T.M. Soundararajan,/artist/tm-soundararajan,03:01,Tamil,07-08-2004,0.2,0.615,0.3,0.908,-13.329,0.01,164.042,1,0,0.024,4,86,8210847,2004
Selvame (T.M.S),T M S Selvakumar,/artist/t-m-s-selvakumar,04:52,Tamil,10-06-2020,0.21,0.65,0.685,0.3,-7.721,0.0136,126.987,1,11,0.03,4,99,1267447,2020
Kuva Kuva Papa,M.S. Rajeswari,/artist/ms-rajeswari,03:36,Tamil,07-03-2020,0.12,0.364,0.452,0.73,-11.33,0.05,107.999,1,7,0.0437,4,97,291084,2020
Thotta Idamellam,Saibaba|T.M. Soundararajan|P. Susheela,/artist/saibaba|/artist/tm-soundararajan|/artist/p-suseela-2,04:41,Tamil,03-11-2005,0.59,0.88,0.26,0.3,-11.039,0.086,139.562,0,9,0.0399,4,83,1006930,2005
Thanimayilae Inimai Kaana,P. Susheela|A. M. Rajah,/artist/p-suseela-2|/artist/a-m-rajah-1,04:13,Tamil,09-04-2001,0.27,0.77,0.561,0.8,-10.23,0.0978,145.02,1,1,0.0505,4,87,1217457,2001
Kaalaththal Azhiyatha,K.B. Sundarambal,/artist/kb-sundarambal,03:12,Tamil,11-07-2021,0.38,0.979,0.26,0.193,-9.836,0.0654,139.968,1,1,0.069,4,38,1390221,2021
Yaarodum Pesakkoodathu,P.B. Sreenivas|L.R. Eswari,/artist/pb-sreenivas|/artist/lr-eswari-2,03:46,Tamil,08-06-2007,0.28,0.41,0.464,0.9,-10.592,0.085,140.001,1,7,0.0,4,41,2881907,2007
